,ID,title,subject,catalog,career,classUnit,prerequisites,crosslisted,description
4688,37259,"Funding, Internships and Networking Strategies",GPCB,410,PDEV,2.0,,,"Are you seeking to expand your professional network, develop a research partnership or land an internship? Join us to learn more about Mitacs graduate research funding programs and how they can help you carve out your career path. 
 
This workshop will present an overview of the industrial research landscape in Montreal, Quebec and Canada.  Participants will learn how to identify a potential employer or research partner,  and develop strategies to approach a company for an internship or partnership. 
 
Mitacs builds partnerships between academia, industry and the world to create a more innovative Canada. Through unique research funding and training programs, Mitacs aims to support the development of the next generation of innovators with vital scientific and business skills. 

This workshop provides an overview of the Mitacs Accelerate, Elevate, Globalink, Step and Converge programs. It also outlines basic techniques for identifying and reaching out to industry partners. 

~~~

In this workshops, participants"
4689,37289,Funding Opportunities for Graduate Students in a Research Program,GPLL,466,PDEV,1.5,,,"There are numerous funding programs available to graduate students who are undertaking academic research and working towards a thesis. This workshop will introduce the scholarship programs and funding agencies available to Concordia graduate students. 

There will be an overview of the major federal and provincial funding agencies that provide research scholarships in the social sciences and humanities (SSHRC, FRQSC), Natural Sciences and Engineering (NSERC, FRQNT), and health (CIHR, FRQS). Students will be oriented to the 1) research areas and programs that each of these agencies support, 2) eligibility criteria, 3) funding cycles, and 4) basic elements of an application.  In addition, the session will explain specific funding programs that require institutional pre-selection/nomination such as the PBEEE (under the FRQ), and the prestigious Vanier scholarship program (tri-agency).

The workshop leaders will also speak to the conference, research travel funds and mobility awards accessible though Concordia In"
4690,37304,Peer Instruction: Engaging Students in Small and Large Classrooms,GPTK,701,PDEV,2.0,,,"Peer instruction is a research-based pedagogy that actively engages students in the classroom and has been shown to dramatically improve conceptual understanding, even in large classes. The basic goals of peer instruction are to encourage and make use of student interaction during lectures, while focusing students attention on underlying concepts and techniques. The method has been assessed in many studies using standardized, diagnostic tests and shown to be considerably more effective than the conventional lecture approach to teaching. Peer instruction is now used in a wide range of courses. In this workshop, participants will learn about peer instruction, serve as the &quot;class&quot; in which peer instruction is demonstrated, discuss several models for implementing the technique into the classroom, and learn about available teaching resources. While successfully implementing peer instruction doesnt require any technology, using the right technology can improve student engagement, increase learning, and ma"
4691,37306,Graduate Seminar in University Teaching (All Disciplines),GPTK,703,PDEV,57.0,,,"This seminar series in university teaching will prepare graduate students for an academic teaching career. 

The estimated time commitment is 57 hours, including in-class time, readings and assignments. This section takes place over five weekdays from Wednesday, April 27 to Tuesday, May 3 (no classes on the weekend).

***Participants receive a certificate upon successful completion of ALL requirements.***

For further workshop information, contact the Centre for Teaching & Learning at teaching@concordia.ca.

~~~
Having successfully completed this seminar, you will be able to:
o demonstrate knowledge regarding the theory and practice of university teaching;
o design and deliver lessons with greater confidence;
o develop a course syllabus based on a principled approach to course design;
o articulate your own teaching philosophy in a written statement identifying your approach and perspectives on teaching and learning.

~~~
This workshop is being led by Ezgi Ozyonum.

Ezgi Ozyonum is a PhD candidate in Education"
4692,37307,Graduate Seminar in University Teaching (FOR FINE ARTS STUDENTS),GPTK,704,PDEV,37.0,,,"GPTK704 IS SPECIFICALLY FOR FINE ARTS STUDENTS with a focus on creative, making-oriented practices (e.g.: studio, dance, music performance, theatre, design, film and animation production, etc.) Students of other disciplines should sign-up for GPTK703. 

The estimated time commitment is 57 hours, including in-class time, readings and assignments. This section takes place over five weekdays from Wednesday, May 4 to Tuesday, May 10 (no classes on the weekend).

Participants receive a certificate on successful completion of all of the requirements. 

~~~
In this workshop, student will:
? Examine various approaches to teaching and current issues in higher education.
? Plan one mini lesson and practice different teaching strategies in a supportive environment, and to benefit from peer feedback and self-evaluation.
? Develop a syllabus for a course that you would like to teach in the future based on a principled approach to course design.
? Articulate your own teaching philosophy statement as a first step towards de"
4693,37308,Grading and Giving Feedback,GPTK,705,PDEV,1.5,,,"When tasked with grading student work and providing effective feedback, we should
strive for practices that are equitable, transparent and help build success in students. This workshop will look at guiding principles that can help achieve these three goals in both in-person and online environments.
~~~
By the end of this workshop, participants should be able to:
? Identify the importance of defining evaluation criteria and performance indicators
? Develop a criterion-based rubric for evaluation and distinguish levels of performance
? Identify key features of effective feedback
? Use the key features of effective feedback to enhance student learning       

~~~
Alicia Cundell, Teaching Consultant, CTL."
4694,37314,Graduate Seminar in University Teaching for Engineering and Computer Science Students,GPTK,711,PDEV,35.0,,,"This seminar in university teaching will prepare graduate students for an academic teaching career. The estimated time-commitment is 25 hours in-class with 10 hours for preparation of readings and assignments. Participants receive a certificate upon successful completion of all requirements. 

***
Section 1 of GPTK711: classes will run from August 21 to 27, 2018 weekdays only (no weekend classes). ***

For further workshop information, contact the Centre for Teaching & Learning at 514-848-2424, extension 2495 or teaching@concordia.ca.
~~~

During this five-day seminar you will learn :
?	To examine various approaches to teaching and current issues in higher education.
?	To plan two mini lessons and practice different teaching strategies in a supportive environment, and to benefit from peer feedback and self-evaluation.
?	To develop a syllabus for a course that you would like to teach in the future based on a principled approach to course design.
?	To articulate your own teaching philosophy statement as a first"
4695,37317,Gina Cody Schools Health and Safety Workshop for TAs,GPTK,715,PDEV,1.5,,,"This workshop provides the requisite information for individuals assuming a role of responsibility as a Teaching Assistant at Concordia University. Health and Safety Regulations, University Policies, Emergency Procedures, and University Resources are introduced.
  
This is a required workshop for graduate students in the Gina Cody School of Engineering and Computer Science who wish to hold Teaching Assistant positions. 

~~~

This workshop provides individuals assuming a role of a Teaching Assistant with orientation with respect to the following:  
?             Supervisor Responsibilities at Concordia University  
?             Health and Safety Regulations  
?             University Resources  
?             Official University Policies  
?             Emergency Procedures  
?             Ethical Issues for Teaching Assistants
~~~

This workshop will be led by Gurnam Manku, Brigitte Boutet and Caroline Danis.

Gurnam Manku has worked in EHS at Concordia University since 2006 and is currently the Radiation S"
4696,37324,Teaching Assistant Orientation,GPTK,722,PDEV,1.0,,,"September will soon be upon us: new classes, new professors, new technologies, and new things to learn. For a number of graduate (and a few undergraduate) students across the university this also means taking on a new role: that of teaching assistant. 

Keeping up with readings, grading essays, hosting zoom sessions, facilitating discussions, organizing moodle sites, responding to student questions, and dealing with professors, TAs have a lot on their plate! To start the year right, the Centre for Teaching and Learning invites TAs from all Faculties, both new and returning, to attend an Orientation event.
~~~

This event will be an opportunity for TAs from across the university to: 
- be introduced to the resources and support available to them; 
- learn about their rights and responsibilities, and meet their union representative
- and join a community-of-practice of current TAs: an opportunity to share their questions, concerns, resources and reflections about their new role.
 
~~~
This workshop will be faci"
4697,37351,"Indigenous Research, Issues and Challenges vis-?-vis the Academy and Indigenous Communities",GPTK,770,PDEV,1.5,,,"This aim of this workshop is to deepen faculty?s knowledge and awareness about Indigenous Research, Issues and Challenges experienced through the lens by Indigenous scholars. What is Indigenous Research? What does Indigenous Epistemologies mean within the context of Indigenous Research? What does it mean to develop ethical, reciprocal, meaningful partnerships with Indigenous scholars/communities/ and the academy? These are just some of the fundamental questions that will be explored in this workshop.
~~~
Participants will deepen their knowledge and understanding about Indigenous research, issues and challenges and explore what Indigenous epistemologies means within the context of Indigenous research. 
~~~
Presenter: Elizabeth Fast, Concordia Faculty"
4698,37352,"Decolonizing the Academy: Implications for our Faculty, Students & Local Indigenous Communities",GPTK,771,PDEV,1.5,,,"This workshop will provide faculty with an overview and context to Concordia?s responsiveness to the Truth and Reconciliation ?s (2015) Final Report by examining key mandate areas outlined in the Indigenous Directions Leadership Council?s Action Plan that assists the Concordia University wide community in decolonizing and Indigenizing the academy. Questions to be examined include: What does decolonizing the academy mean for faculty, staff and students at Concordia? 
~~~
Participants will increase their knowledge and understanding about what decolonizing and Indigenizing the academy means. 
~~~
Presenter: Donna Kah?rakwas Goodleaf, Indigenous Curriculum and Pedagogical Advisor."
4699,37355,Learning to Teach Day at McGill,GPTK,780,PDEV,7.0,,,"***McGill University is spaces for Concordia Graduate Students in their Learning to Teach Day. Interested students must register with Concordias GradProSkills.***
 
The Learning to Teach one-day conference aims to equip you with the knowledge and tools to help you become a better teacher and create a successful learning environment for your students in the classroom. You will also learn important facilitation, communication and leadership skills for your career outside of the classroom. The event is structured as a series of interactive and engaging workshops and talks. This event is particularly relevant to graduate students interesting in lecturing or TAing at the university level. 
Refreshments will be provided.

***LOCATION: Chancellor Day Hall, Atrium, 3644 Peel St. Montreal, QC H3A 1X1***
           
SCHEDULE         

8:30 - 9:00 am: Registration
9:00 - 9:15 am: Opening remarks
9:15 - 10:40 am: Giving Effective Face to Face Feedback
10:40 - 11:00 am: Break
10:00 am - 12:15 pm:  Morning Concurrent Sessi"
4700,37356,"Equitable Classrooms: Integrating Antiracist Pedagogy Videos
Into Your Course",GPTK,791,PDEV,1.5,,,"Come and engage with the new public Antiracist Pedagogy Database, facilitated by social justice
pedagogists and project team. This session will guide you on the many ways that you can implement the
broader pedagogical practises and worldviews. The evolving database houses pre-recorded talks by
educators, community activists, and students from Concordia and the Montreal community. Each video
will have discussion and assignment packages, a resource list, opportunities to hire the video speakers and
consultation. Pressingly, this session will call you to determine what your role can be in disrupting inequity
in and beyond the university.
~~~
~~~
This workshop is led by Jamilah Dei-Sharpe, Sandra Mouafo and Barbara Saldana."
4701,37357,Collaborative Note-Taking with OneNote,GPTK,792,PDEV,1.5,,,"Interested in implementing a collaborative note-taking technique (Harbin 2020) in your course? In this session, we will explore how to use Microsoft OneNote as a tool to support collaborative note-taking. OneNote is part of the O?ce 365 online platform tools o?ered by Concordia to faculty and students. OneNote is a practical digital notebook for taking personal or collaborative class notes. Join us in this session, and let us explore some ideas together.
~~~
~~~
This workshop is led by Cristina Galofre Gomez, Instructional Designer, CTL."
4702,37358,Collaborating Online Using OneDrive,GPTK,793,PDEV,1.5,,,"Interested in learning about a great collaborative tool for class discussions and group activities? In this session, we will explore OneDrive, a Microsoft Office 365 tool supported by Concordia, used as a collaborative tool for in-class discussions and/or asynchronous Moodle activities. Examples on how this tool can be implemented in the classroom and how to integrate it in Moodle will be presented. If you haven?t activate your Concordia email yet, It is recommended, but not required, that you do that before the session.

~~~
~~~
Noura Sinno, Instructional Designer, CTL"
4703,37363,Stress Management:  A Practical Guide,GPWL,901,PDEV,1.0,,,"Stress is a part of life!  Learning to manage it is an essential life skill.

In this workshop you will learn how stress affects your body and will identify the causes and signs of your stress.  You will discover a variety of effective stress management strategies that include relaxation techniques, problem-solving strategies and cognitive strategies.
~~~

In this workshop you will learn:
1- To explore the connection between stress and health
2- To learn a 5-step approach to stress management
3- To identify a variety of effective stress management strategies
~~~

This workshop is led by Owen Moran,  MSc, RN.

For the past 25 years, the goal of Owen?s work as Health Promotion Specialist at Concordia University Health Services has been to help students, staff and faculty achieve their optimal health.  He has a Master?s degree in nursing from McGill University."
4704,37364,Eight Powerful Ways Critical Thinking Can Change Your World,GPWL,902,PDEV,1.0,,,"You think: it is in your nature to do so.  Your thinking determines your feelings and your behaviors. The quality of your life depends on the quality of your thoughts. 

In this workshop, you will be introduced to high-quality critical thinking skills through the framework of Paul and Elder (criticalthinking.org).  You will learn how this type of thinking helps you achieve your life goals including better health; better use of your time, energy and money; and a better sense of personal control and freedom.  The effect of high-quality critical thinking on your academic performance will be highlighted.
~~~

In this workshop you will learn:
 1- To define critical thinking 
 2- To identify the elements of high-quality critical thinking 
 3- To identify how high-quality critical thinking will help you achieve your life goals
~~~

This workshop is led by Owen Moran,  MSc, RN.

For the past 25 years, the goal of Owen?s work as Health Promotion Specialist at Concordia University Health Services has been to help stude"
4705,37367,The Healthy Mind: Taking Care of your Mental Health in Grad School,GPWL,905,PDEV,1.5,,,"Good mental health helps you succeed and improve your quality of life!   

In this workshop you will discover the qualities of good mental health.  You will have the opportunity to assess your mental health and learn strategies to build and maintain good mental health. 
~~~

In this workshop you will learn:
 1- To identify the quality of good mental health 
 2- To assess your mental health 
 3- To discover strategies to build and maintain good mental health
~~~

This workshop will be led by Gaby Szabo, MSc, RN.

Gaby is a Health Promotion Specialist at Concordia University Health Services. She has an MSc in Nursing from McGill, and a postgraduate diploma in Health Promotion from University of Alberta?s School of Public Health.
Gaby works with Concordia students, staff, and faculty to help them set, achieve, and maintain their health goals. She supports changes to our everyday environments here at Concordia that can make the healthy choice the easy choice."
4706,37369,Everything You Need to Know about Healthy Nutrition,GPWL,907,PDEV,1.0,,,"Eating healthy is one of the best things you can do to improve and maintain good health.  There?s plenty of information out there on nutrition, yet many people remain confused about what to eat. 

In this workshop you will learn what a healthy diet looks like: which foods to eat more often, which foods to eat less often, how much to eat, when to eat etc.  You will learn skills such as reading a food label and planning a day of healthy eating.  You will also identify barriers to healthy eating and how to overcome them.
~~~

In this workshop you will learn to: 
 1- Review healthy eating guidelines 
 2- Build nutrition skills
 3- Identify barriers to healthy eating and develop strategies to overcome them
~~~

This workshop will be led by Owen Moran, MSc, RN

For the past 20 years, the goal of Owen?s work as Health Promotion Specialist at Concordia University Health Services has been to help students, staff and faculty achieve their optimal health.  He has a Master?s degree in nursing from McGill University."
4707,37543,ADULT EDUCATION I-SELECTED TOPICS,ADIP,597,GRAD,3.0,,,Please see GRAD Calendar
4708,37615,Aquatic Biogeochemistry,CHEM,658,GRAD,3.0,,,"The major aim of this course is to present a quantitative treatment of the variables that determine the composition of natural waters. Chemical equilibrium is the central theme of the course, but consideration is also given to kinetics, steady-state and dynamic models. Related themes include global chemical cycles, air and water pollution, as well as current research topics in water chemistry and chemical oceanography. Lectures only.

Note: Students who have received credit for CHEM 618 or for this topic under a CHEM 610 number may not take this course for credit."
4709,37621,TOP IN CHILDREN & TECHNOLOGY,CHST,645,GRAD,3.0,,,Please see GRAD Calendar
4710,37624,TOPICS IN CHILD STUDY,CHST,675,GRAD,3.0,,,Please see GRAD Calendar
4711,37672,BUSINESS FORECASTING,DESC,677,GRAD,3.0,   Course Prerequisite: MBA608; Never Taken/Not Registered: DESC695F,,Please see GRAD Calendar
4712,37731,SPEC TOPICS SEM IN ADED II,ESTU,677,GRAD,3.0,,,Please see GRAD Calendar
4713,37732,TOP. IN HUMAN PERF. TECHNOL,ETEC,515,GRAD,3.0,,,Please see GRAD Calendar
4714,37733,TOPICS IN LEARNING THEORIES,ETEC,516,GRAD,3.0,,,Please see GRAD Calendar
4715,37988,Selected Topics in Continental Philosophy,PHIL,658,GRAD,3.0,,,Subject matter varies from term to term and from year to year. Students may re-register for this course provided that the course content has changed.
4716,37999,SEL TOPICS  IN THEO PHYS,PHYS,649,GRAD,3.0,,,Please see GRAD Calendar
4717,38003,PH.D. SEM ON SELECTED TOP II,PHYS,862,GRAD,3.0,,,Please see GRAD Calendar
4718,40004,TUT/BSNSS ADVISORY SERVICES,ACCO,631T,GRAD,4.0,,,Please see GRAD Calendar
4719,40005,TUT/INTEGRATED APPRO/AUDIT G,ACCO,635T,GRAD,4.0,,,Please see GRAD Calendar
4720,40012,ADULT EDUC IN QUE. & CANADA,ADIP,510,GRAD,3.0,,,Please see GRAD Calendar
4721,40013,STUDIES/EDUCATIONAL CHANGE,ADIP,535,GRAD,3.0,,,Please see GRAD Calendar
4722,40014,Integrative Internship I,ADIP,585,GRAD,3.0,"Prerequisite: 15 credits in program of study, including ADIP 500.",,"This course is associated with, and normally represents, a prerequisite for Integrative Internship II. Integrative Internship I is designed to allow students to build on their acquired knowledge,skills, values and attitudes through interaction with a chosen education environment. The first Internship requires students to select, contact and establish a working relation with an organization which offers educational activities to adults in their community. A supervised Special Project for an adult education provider is initiated. At this stage, the emphasis is on observation and information gathering, in preparation for taking on a more active role in Integrative Internship II."
4723,40015,Integrative Internship II,ADIP,586,GRAD,3.0,Prerequisite: ADIP585,,"This internship is designed to extend the student?s personal aims and philosophy of adult education arrived at in Integrative Internship I by completing a supervised Special Project in an approved adult education facility, where supervision is provided by a member of a host institution in consultation with the professor."
4724,40043,ADOLESCEN:ISS./INTERVENTION,AHSC,514,GRAD,3.0,,,Please see GRAD Calendar
4725,40044,fundamentals of Child and Youth Care Work,AHSC,522,GRAD,3.0,,,"This course provides students with an understanding of the scope and status of child and youth care work, sensitizes them to the necessary competencies and daily challenges of this work in a range of settings, and reviews relevant theory. Intervention planning in the context of psychoeducation and relational child and youth care work is emphasized."
4726,40045,Parent-Child Relations,AHSC,565,GRAD,3.0,,,"This course provides an advanced understanding of parenting theories, research, and applications in the context of parent-child relations over the life span. Topics include parenting rights and responsibilities, parenting practices and programs, high-risk parenting, issues in the transition from parenting children to parenting adolescents and parental assessment."
4727,40046,INDEPENDENT STUDY I,AHSC,695,GRAD,3.0,,,Please see GRAD Calendar
4728,40047,INDEPENDENT STUDY II,AHSC,696,GRAD,3.0,,,Please see GRAD Calendar
4729,40048,Race and Ethnic Relations,ANTH,230,UGRD,3.0,,,"Race and ethnicity are examined as bases of social differentiation. Ethnic group relations are analyzed in relation to stratification and the exercise of power. The course includes explorations of the phenomena of discrimination, prejudice, and intergroup accommodation.
Prerequisite: Entry requirements for Sociology/Anthropology crosslisted courses depend on the discipline through which the course is entered. Once students have taken a crosslisted course under one disciplinary designation they may not take the course under the corresponding designation in the other discipline for credit.
NOTE: Students who have received credit for SOCI 230 may not take this course for credit.



"
4730,40059,Social Construction of Sexualities,ANTH,375,UGRD,3.0,Prerequisite: ANTH202 or equivalent; minimum 3 additional credits of 200-level ANTH; or enrolment in Major or Minor in Interdisciplinary Studies in Sexuality..,,"Prerequisite: N.B. (1) 300-level courses are open to students who have successfully completed ANTH 202 or equivalent, plus at least three credits of 200-level Anthropology courses. and N.B. (3) or enrolment in the Major or Minor in Interdisciplinary Studies in Sexuality. This course provides a cross?cultural, interdisciplinary approach to the study of human sexuality. There are three major components. One explores the validity of contemporary sexual beliefs and attitudes. Another focuses on the extent to which sexual beliefs and behaviours are socially organized. A third provides an introduction to theories which examine how biological and/or social forces shape our sexual lives.

NOTE: Students who have received credit for SOCI 375 may not take this course for credit."
4731,40072,THESIS,APLI,691,GRAD,18.0,,,Please see GRAD Calendar
4732,40073,THESIS,APLI,691B,GRAD,18.0,,,Please see GRAD Calendar
4733,40074,RESEARCH PAPER,APLI,696B,GRAD,6.0,,,Please see GRAD Calendar
4734,40089,SPECIAL TOPICS IN ART HIST,ART,448,UGRD,3.0,,,Please see UGRD Calendar
4735,40098,THESIS,ARTE,698A,GRAD,24.0,,,Please see GRAD Calendar
4736,40099,INQUIRY THROUGH ART PRODUCT.,ARTE,807,GRAD,3.0,Course Prerequisite: ARTE 806,,Please see GRAD Calendar
4737,40127,INTRO TO CRITICAL ANALYSIS,ARTE,870,GRAD,3.0,,,Please see GRAD Calendar
4738,40128,ADVANCED CRITICAL ANALYSIS,ARTE,872,GRAD,3.0,,,Please see GRAD Calendar
4739,40129,RESEARCH PRACTICE,ARTE,882,GRAD,3.0,,,Please see GRAD Calendar
4740,40143,THESIS,ARTH,656A,GRAD,15.0,,,Please see GRAD Calendar
4741,40144,COMPREHENSIVE EXAMINATION,ARTH,808,GRAD,9.0,,,Please see GRAD Calendar
4742,40145,THESIS,ARTH,830,GRAD,60.0,,,Please see GRAD Calendar
4743,40162,Industrial and Environmental Biotechnology,BIOL,484,UGRD,3.0,Prerequisite: BIOL367; within 30 credits of graduating with a BSc in a Department of Biology honours or specialization program; permission of the Department.,,"This course provides an in-depth evaluation of current biotechnology tools used in pharmaceutical and forestry industries, and in environmental remediation. New technologies and genomic approaches that can be applied to these processes are also discussed. Lectures only.
Prerequisite: BIOL 367; within 30 credits of graduating with a BSc in a Department of Biology honours or specialization program and permission of the Department.
NOTE: This is primarily a graduate course with a limited number of places for undergraduate students depending upon availability.



"
4744,40163,Agriculture and Agri-Food Biotechnology,BIOL,485,UGRD,3.0,Prerequisite: BIOL367; within 30 credits of graduating with a BSc in a Department of Biology honours or specialization program; permission of the Department.,,"This course provides an overview on the use of biotechnology in agriculture and in the agri-food industry. Plant genomics and genetic manipulation of plants are emphasized. Also discussed are biotechnology methods used in reducing agricultural pollutants and converting agricultural surplus to energy. Lectures only.
Prerequisite: BIOL 367; within 30 credits of graduating with a BSc in a Department of Biology honours or specialization program and permission of the Department.
NOTE: This is primarily a graduate course with a limited number of places for undergraduate students depending upon availability.



"
4745,40164,High-throughput Instrumentation,BIOL,486,UGRD,3.0,Prerequisite: BIOL367; within 30 credits of graduating with a BSc in a Department of Biology honours or specialization program; permission of the Department.,,"This course provides an in-depth look at high-throughput instruments used in biotechnology and genomics. Students are exposed to technologies such as massively parallel sequencing, high-throughput genotyping, construction of DNA microarrays, proteomics, robotics platform, mass spectrometry, fluorescence-activated cell sorting, chemical screening, microfluidics, surface plasmon resonance, protein microarrays.
Prerequisite: BIOL 367; within 30 credits of graduating with a BSc in a Department of Biology honours or specialization program and permission of the Department.
NOTE: This is primarily a graduate course with a limited number of places for undergraduate students depending upon availability.



"
4746,40180,ADVANCED TECHNIQUES/ECOLOGY,BIOL,622,GRAD,3.0,,,Please see GRAD Calendar
4747,40187,ADVANCED TOP/BIOTECHNOLOGY FUNCTIONAL GENOMICS,BIOL,631D,GRAD,3.0,,,Please see GRAD Calendar
4748,40198,ADVANCED IMMUNOLOGY,BIOL,633,GRAD,3.0,,,Please see GRAD Calendar
4749,40210,ADV TECH/MOLECULAR BIOLOGY,BIOL,689,GRAD,3.0,,,Please see GRAD Calendar
4750,40211,RESEARCH SEMINAR,BIOL,802,GRAD,3.0,,,Please see GRAD Calendar
4751,40212,SPEC TOP/CELL & MOLEC BIOL,BIOL,821,GRAD,3.0,,,Please see GRAD Calendar
4752,40214,RESEARCH AND THESIS,BIOL,890,GRAD,75.0,,,Please see GRAD Calendar
4753,40218,BUILDING ENCLOSURE,BLDG,6601,GRAD,4.0,   Course Prerequisite: BLDG6611,,Please see GRAD Calendar
4754,40219,NON-STRUCTURAL BLDG MATERIALS,BLDG,6621,GRAD,4.0,Reserve BCEE,,Please see GRAD Calendar
4755,40221,FIRE+SMOKE CNTR L/BUILDINGS,BLDG,6651,GRAD,4.0,   Course Prerequisite: BLDG6611,,Please see GRAD Calendar
4756,40222,BUILDING ACOUSTICS,BLDG,6721,GRAD,4.0,Reserve BCEE,,Please see GRAD Calendar
4757,40223,BUILDING ILLUM. & DAYLIGHTING,BLDG,6731,GRAD,4.0,   Never Taken/Not Registered: BLDG474,,Please see GRAD Calendar
4758,40224,INDOOR AIR QUAL.+ VENT.,BLDG,6751,GRAD,4.0,   Never Taken/Not Registered: BLDG475,,Please see GRAD Calendar
4759,40225,LABOUR+IND L REL/CONSTRUCT N,BLDG,6811,GRAD,4.0,Reserve BCEE,,Please see GRAD Calendar
4760,40226,LEGAL ISSUES IN CONSTRUCTION,BLDG,6821,GRAD,4.0,,,Please see GRAD Calendar
4761,40231,COMPREHENSIVE EXAM,CATS,699,GRAD,3.0,,,Please see GRAD Calendar
4762,40252,REACTIVE INTERMEDIATES,CHEM,626,GRAD,3.0,Prerequisite: CHEM324 and CHEM325.,,Please see GRAD Calendar
4763,40280,Structure and Function of Biomembranes,CHEM,676,GRAD,3.0,,,"Examples from the current literature are used to discuss what is known about how the membranes of biological organisms are assembled and the roles that these membranes play in a number of important processes. Emphasis is placed on the transport of proteins to and through biomembranes and the roles that membranes play in metabolite and ion transport. Where applicable, the significance of these processes is illustrated by examining the roles of membranes in health and disease. Lectures only.

Note: Students who have received credit for CHEM 671 may not take this course for credit."
4764,40281,ENZYME KINETICS & MECHANISMS,CHEM,677,GRAD,3.0,,,Please see GRAD Calendar
4765,40291,QUANTITATIVE METHODS OF INQUIRY,CHST,605,GRAD,3.0,,,Please see GRAD Calendar
4766,40292,QUALITATIVE METHODS OF INQUIRY,CHST,606,GRAD,3.0,,,Please see GRAD Calendar
4767,40300,RESEARCH & THESIS,CHST,698B,GRAD,15.0,,,Please see GRAD Calendar
4768,40301,RESEARCH AND THESIS,CHST,698C,GRAD,18.0,,,Please see GRAD Calendar
4769,40305,HYDROLOGY,CIVI,6301,GRAD,4.0,Reserve BCEE,,Please see GRAD Calendar
4770,40306,URBAN TRANSPORTATION PLAN.,CIVI,6411,GRAD,4.0,Reserve BCEE,,Please see GRAD Calendar
4771,40308,WATER POLLUTION+CONTROL,CIVI,6651,GRAD,4.0,Reserve BCEE,,Please see GRAD Calendar
4772,40309,ENVIRON. IMPACT ASSESSMENT,CIVI,6661,GRAD,4.0,   Never Taken/Not Registered: CIVI464,,Please see GRAD Calendar
4773,40325,FCTNL. HARDWARE VERIFICATION,COEN,6541,GRAD,4.0,"Prerequisite: COEN 6501. Never taken COEN 413.
Must be in ECE program",,Please see GRAD Calendar
4774,40329,Computer Science Industrial Experience Reflective Learning I,COMP,108,UGRD,3.0,,,"This course is a reflective learning module for students in their related field which is based on their academic requirements and their first industrial experience.
Prerequisite: Permission of the Faculty.




"
4775,40331,Computer Science Industrial Experience Reflective Learning II,COMP,208,UGRD,3.0,,,"This course expands on the students second industrial experience term in their related field of study to further develop their knowledge and work-related skills.
Prerequisite: COMP 108 and permission of the Faculty.




"
4776,40332,COMPUTER ARCHITECTURE,COMP,5261,GRAD,3.0,   Course Prerequisite: COMP5461,,Please see GRAD Calendar
4777,40335,ELEMENTARY NUMERICAL METHODS,COMP,5611,GRAD,3.0,"   Course Prerequisite: COMP5361, COMP5511",,Please see GRAD Calendar
4778,40344,ANIMATION FOR COMPUTER GAMES,COMP,6311,GRAD,4.0,   Course Corequisite: COMP6761,,Please see GRAD Calendar
4779,40345,COMPILER DESIGN,COMP,6421,GRAD,4.0,,,Please see GRAD Calendar
4780,40353,APPLIED ARTIFICIAL INTELLIGENCE,COMP,6721,GRAD,4.0,   Never Taken/Not Registered: COMP472,,Please see GRAD Calendar
4781,40354,PATTERN RECOGNITION,COMP,6731,GRAD,4.0,   Never Taken/Not Registered: COMP473,,Please see GRAD Calendar
4782,40355,INTELLIGENT SYSTEMS,COMP,6741,GRAD,4.0,   Never Taken/Not Registered: COMP474,,Please see GRAD Calendar
4783,40356,MASTER S RESEARCH AND THESIS,COMP,7921,GRAD,30.0,,,Please see GRAD Calendar
4784,40357,MASTER S RESEARCH AND THESIS,COMP,7941,GRAD,29.0,,,Please see GRAD Calendar
4785,40358,DOCTORAL RESEARCH AND THESIS,COMP,8901,GRAD,70.0,,,Please see GRAD Calendar
4786,40366,Directed Study II,COMS,497,UGRD,3.0,,,"
Prerequisite: Registration in a Communication Studies program.
NOTE: Students who have received credit for COMS 496 may register for COMS 497.



"
4787,40369,ADV. SCRIPTWRITING FOR MEDIA,COMS,507,GRAD,3.0,,,Please see GRAD Calendar
4788,40378,PRODUCTION ADMINSTRATION,COMS,514,GRAD,3.0,,,Please see GRAD Calendar
4789,40391,SEMIOTICS,COMS,533,GRAD,3.0,,,Please see GRAD Calendar
4790,40393,"RACE, ETHNICITY &  MEDIA",COMS,537,GRAD,3.0,,,Please see GRAD Calendar
4791,40394,ACOUSTIC COMM. AND DESIGN,COMS,540,GRAD,3.0,,,Please see GRAD Calendar
4792,40395,SEXUALITY AND DISCOURSE,COMS,541,GRAD,3.0,,,Please see GRAD Calendar
4793,40410,INTRNSHP/COMMUNIC S STUDIES,COMS,583A,GRAD,3.0,,,Please see GRAD Calendar
4794,40422,THESIS/RES CREAT. PROJ. PROP,COMS,694,GRAD,3.0,,,Please see GRAD Calendar
4795,40423,RESEARCH WORKSHOP,COMS,805A,GRAD,3.0,,,Please see GRAD Calendar
4796,40424,RESEARCH WORKSHOP,COMS,805B,GRAD,3.0,,,Please see GRAD Calendar
4797,40425,RESEARCH WORKSHOP,COMS,805C,GRAD,3.0,,,Please see GRAD Calendar
4798,40426,DOCTORAL THESIS RESEARCH,COMS,896,GRAD,63.0,,,Please see GRAD Calendar
4799,40467,Advanced Studio in Drawing,DRAW,450,UGRD,6.0,   Course Prerequisite: DRAW400,,"An advanced drawing class in which students develop a series of independent projects that allow them to create a coherent body of work in drawing and to situate it within contemporary practice. Independent studio production is supplemented by readings, lectures, seminars, museum/gallery visits and visiting artists.
Prerequisite: DRAW 400."
